episode,step,s_x,s_y,action,reward,next_s_x,next_s_y,done
98,2,1,2,0,-1,1,1,0
98,3,1,1,0,-1,1,0,0
98,4,1,0,3,-1,2,0,0
98,5,2,0,3,-1,3,0,0
98,6,3,0,1,-1,3,1,0
98,7,3,1,1,-1,3,2,0
98,8,3,2,1,-1,3,3,0
98,9,3,3,2,-1,3,3,0
98,10,3,3,2,-1,3,3,0
98,11,3,3,3,-1,4,3,0
98,12,4,3,3,-1,5,3,0
98,13,5,3,3,-1,6,3,0
98,14,6,3,3,0,7,3,1
99,0,0,3,0,-1,0,2,0
99,1,0,2,0,-1,0,1,0
99,2,0,1,0,-1,0,0,0
99,3,0,0,3,-1,1,0,0
99,4,1,0,3,-1,2,0,0
99,5,2,0,3,-1,3,0,0
99,6,3,0,1,-1,3,1,0
99,7,3,1,1,-1,3,2,0
99,8,3,2,1,-1,3,3,0
99,9,3,3,3,-1,4,3,0
99,10,4,3,3,-1,5,3,0
99,11,5,3,3,-1,6,3,0
99,12,6,3,3,0,7,3,1
100,0,0,3,0,-1,0,2,0
100,1,0,2,0,-1,0,1,0
100,2,0,1,3,-1,1,1,0
100,3,1,1,0,-1,1,0,0
100,4,1,0,3,-1,2,0,0
100,5,2,0,3,-1,3,0,0
100,6,3,0,1,-1,3,1,0
100,7,3,1,3,-1,4,1,0
100,8,4,1,1,-1,4,2,0
100,9,4,2,1,-1,4,3,0
100,10,4,3,3,-1,5,3,0
100,11,5,3,3,-1,6,3,0
100,12,6,3,3,0,7,3,1
101,0,0,3,3,-1,1,3,0
101,1,1,3,0,-1,1,2,0
101,2,1,2,0,-1,1,1,0
101,3,1,1,0,-1,1,0,0
101,4,1,0,3,-1,2,0,0
101,5,2,0,3,-1,3,0,0
101,6,3,0,3,-1,4,0,0
101,7,4,0,1,-1,4,1,0
101,8,4,1,1,-1,4,2,0
101,9,4,2,1,-1,4,3,0
101,10,4,3,3,-1,5,3,0
101,11,5,3,3,-1,6,3,0
101,12,6,3,2,-1,5,3,0
101,13,5,3,3,-1,6,3,0
101,14,6,3,3,0,7,3,1
102,0,0,3,0,-1,0,2,0
102,1,0,2,3,-1,1,2,0
102,2,1,2,3,-1,1,2,0
102,3,1,2,0,-1,1,1,0
102,4,1,1,0,-1,1,0,0
102,5,1,0,3,-1,2,0,0
102,6,2,0,3,-1,3,0,0
102,7,3,0,1,-1,3,1,0
102,8,3,1,1,-1,3,2,0
102,9,3,2,3,-1,4,2,0
102,10,4,2,1,-1,4,3,0
102,11,4,3,3,-1,5,3,0
102,12,5,3,3,-1,6,3,0
102,13,6,3,3,0,7,3,1
103,0,0,3,0,-1,0,2,0
103,1,0,2,0,-1,0,1,0
103,2,0,1,0,-1,0,0,0
103,3,0,0,3,-1,1,0,0
103,4,1,0,3,-1,2,0,0
103,5,2,0,3,-1,3,0,0
103,6,3,0,1,-1,3,1,0
103,7,3,1,1,-1,3,2,0
103,8,3,2,1,-1,3,3,0
103,9,3,3,3,-1,4,3,0
103,10,4,3,3,-1,5,3,0
103,11,5,3,1,-1,5,3,0
103,12,5,3,3,-1,6,3,0
103,13,6,3,3,0,7,3,1
104,0,0,3,0,-1,0,2,0
104,1,0,2,0,-1,0,1,0
104,2,0,1,0,-1,0,0,0
104,3,0,0,3,-1,1,0,0
104,4,1,0,3,-1,2,0,0
104,5,2,0,3,-1,3,0,0
104,6,3,0,1,-1,3,1,0
104,7,3,1,3,-1,4,1,0
104,8,4,1,1,-1,4,2,0
104,9,4,2,1,-1,4,3,0
104,10,4,3,3,-1,5,3,0
104,11,5,3,3,-1,6,3,0
104,12,6,3,3,0,7,3,1
105,0,0,3,3,-1,1,3,0
105,1,1,3,0,-1,1,2,0
105,2,1,2,0,-1,1,1,0
105,3,1,1,0,-1,1,0,0
105,4,1,0,3,-1,2,0,0
105,5,2,0,3,-1,3,0,0
105,6,3,0,3,-1,4,0,0
105,7,4,0,1,-1,4,1,0
105,8,4,1,1,-1,4,2,0
105,9,4,2,1,-1,4,3,0
105,10,4,3,3,-1,5,3,0
105,11,5,3,3,-1,6,3,0
105,12,6,3,3,0,7,3,1
106,0,0,3,0,-1,0,2,0
106,1,0,2,3,-1,1,2,0
106,2,1,2,1,-1,1,3,0
106,3,1,3,0,-1,1,2,0
106,4,1,2,0,-1,1,1,0
106,5,1,1,0,-1,1,0,0
106,6,1,0,3,-1,2,0,0
106,7,2,0,3,-1,3,0,0
106,8,3,0,1,-1,3,1,0
106,9,3,1,1,-1,3,2,0
106,10,3,2,3,-1,4,2,0
106,11,4,2,1,-1,4,3,0
106,12,4,3,3,-1,5,3,0
106,13,5,3,3,-1,6,3,0
106,14,6,3,3,0,7,3,1
107,0,0,3,0,-1,0,2,0
107,1,0,2,0,-1,0,1,0
107,2,0,1,3,-1,1,1,0
107,3,1,1,0,-1,1,0,0
107,4,1,0,3,-1,2,0,0
107,5,2,0,3,-1,3,0,0
107,6,3,0,1,-1,3,1,0
107,7,3,1,3,-1,4,1,0
107,8,4,1,1,-1,4,2,0
107,9,4,2,3,-1,4,2,0
107,10,4,2,1,-1,4,3,0
107,11,4,3,3,-1,5,3,0
107,12,5,3,3,-1,6,3,0
107,13,6,3,3,0,7,3,1
108,0,0,3,3,-1,1,3,0
108,1,1,3,0,-1,1,2,0
108,2,1,2,0,-1,1,1,0
108,3,1,1,0,-1,1,0,0
108,4,1,0,3,-1,2,0,0
108,5,2,0,3,-1,3,0,0
108,6,3,0,1,-1,3,1,0
108,7,3,1,1,-1,3,2,0
108,8,3,2,1,-1,3,3,0
108,9,3,3,3,-1,4,3,0
108,10,4,3,3,-1,5,3,0
108,11,5,3,3,-1,6,3,0
108,12,6,3,3,0,7,3,1
109,0,0,3,0,-1,0,2,0
109,1,0,2,0,-1,0,1,0
109,2,0,1,0,-1,0,0,0
109,3,0,0,1,-1,0,1,0
109,4,0,1,3,-1,1,1,0
109,5,1,1,0,-1,1,0,0
109,6,1,0,3,-1,2,0,0
109,7,2,0,2,-1,1,0,0
109,8,1,0,3,-1,2,0,0
109,9,2,0,3,-1,3,0,0
109,10,3,0,3,-1,4,0,0
109,11,4,0,1,-1,4,1,0
109,12,4,1,1,-1,4,2,0
109,13,4,2,1,-1,4,3,0
109,14,4,3,3,-1,5,3,0
109,15,5,3,3,-1,6,3,0
109,16,6,3,3,0,7,3,1
110,0,0,3,0,-1,0,2,0
110,1,0,2,0,-1,0,1,0
110,2,0,1,0,-1,0,0,0
110,3,0,0,3,-1,1,0,0
110,4,1,0,3,-1,2,0,0
110,5,2,0,3,-1,3,0,0
110,6,3,0,3,-1,4,0,0
110,7,4,0,1,-1,4,1,0
110,8,4,1,1,-1,4,2,0
110,9,4,2,1,-1,4,3,0
110,10,4,3,1,-1,4,3,0
110,11,4,3,3,-1,5,3,0
110,12,5,3,3,-1,6,3,0
110,13,6,3,3,0,7,3,1
111,0,0,3,3,-1,1,3,0
111,1,1,3,0,-1,1,2,0
111,2,1,2,0,-1,1,1,0
111,3,1,1,0,-1,1,0,0
111,4,1,0,3,-1,2,0,0
111,5,2,0,3,-1,3,0,0
111,6,3,0,1,-1,3,1,0
111,7,3,1,1,-1,3,2,0
111,8,3,2,3,-1,4,2,0
111,9,4,2,1,-1,4,3,0
111,10,4,3,2,-1,3,3,0
111,11,3,3,3,-1,4,3,0
111,12,4,3,3,-1,5,3,0
111,13,5,3,0,-1,5,3,0
111,14,5,3,3,-1,6,3,0
111,15,6,3,3,0,7,3,1
112,0,0,3,1,-1,0,3,0
112,1,0,3,2,-1,0,3,0
112,2,0,3,0,-1,0,2,0
112,3,0,2,3,-1,1,2,0
112,4,1,2,0,-1,1,1,0
112,5,1,1,0,-1,1,0,0
112,6,1,0,3,-1,2,0,0
112,7,2,0,3,-1,3,0,0
112,8,3,0,1,-1,3,1,0
112,9,3,1,3,-1,4,1,0
112,10,4,1,1,-1,4,2,0
112,11,4,2,1,-1,4,3,0
112,12,4,3,3,-1,5,3,0
112,13,5,3,3,-1,6,3,0
112,14,6,3,3,0,7,3,1
113,0,0,3,0,-1,0,2,0
113,1,0,2,0,-1,0,1,0
113,2,0,1,3,-1,1,1,0
113,3,1,1,0,-1,1,0,0
113,4,1,0,3,-1,2,0,0
113,5,2,0,3,-1,3,0,0
113,6,3,0,1,-1,3,1,0
113,7,3,1,1,-1,3,2,0
113,8,3,2,1,-1,3,3,0
113,9,3,3,3,-1,4,3,0
113,10,4,3,3,-1,5,3,0
113,11,5,3,3,-1,6,3,0
113,12,6,3,3,0,7,3,1
114,0,0,3,0,-1,0,2,0
114,1,0,2,3,-1,1,2,0
114,2,1,2,0,-1,1,1,0
114,3,1,1,0,-1,1,0,0
114,4,1,0,3,-1,2,0,0
114,5,2,0,3,-1,3,0,0
114,6,3,0,2,-1,2,0,0
114,7,2,0,3,-1,3,0,0
114,8,3,0,1,-1,3,1,0
114,9,3,1,0,-1,3,0,0
114,10,3,0,1,-1,3,1,0
114,11,3,1,1,-1,3,2,0
114,12,3,2,3,-1,4,2,0
114,13,4,2,1,-1,4,3,0
114,14,4,3,3,-1,5,3,0
114,15,5,3,3,-1,6,3,0
114,16,6,3,3,0,7,3,1
115,0,0,3,0,-1,0,2,0
115,1,0,2,0,-1,0,1,0
115,2,0,1,0,-1,0,0,0
115,3,0,0,3,-1,1,0,0
115,4,1,0,3,-1,2,0,0
115,5,2,0,3,-1,3,0,0
115,6,3,0,0,-1,3,0,0
115,7,3,0,3,-1,4,0,0
115,8,4,0,1,-1,4,1,0
115,9,4,1,1,-1,4,2,0
115,10,4,2,1,-1,4,3,0
115,11,4,3,3,-1,5,3,0
115,12,5,3,3,-1,6,3,0
115,13,6,3,3,0,7,3,1
116,0,0,3,3,-1,1,3,0
116,1,1,3,0,-1,1,2,0
116,2,1,2,0,-1,1,1,0
116,3,1,1,0,-1,1,0,0
116,4,1,0,3,-1,2,0,0
116,5,2,0,3,-1,3,0,0
116,6,3,0,1,-1,3,1,0
116,7,3,1,3,-1,4,1,0
116,8,4,1,0,-1,4,0,0
116,9,4,0,1,-1,4,1,0
116,10,4,1,1,-1,4,2,0
116,11,4,2,1,-1,4,3,0
116,12,4,3,3,-1,5,3,0
116,13,5,3,3,-1,6,3,0
116,14,6,3,3,0,7,3,1
117,0,0,3,0,-1,0,2,0
117,1,0,2,0,-1,0,1,0
117,2,0,1,1,-1,0,2,0
117,3,0,2,2,-1,0,2,0
117,4,0,2,3,-1,1,2,0
117,5,1,2,0,-1,1,1,0
117,6,1,1,0,-1,1,0,0
117,7,1,0,3,-1,2,0,0
117,8,2,0,3,-1,3,0,0
117,9,3,0,1,-1,3,1,0
117,10,3,1,1,-1,3,2,0
117,11,3,2,1,-1,3,3,0
117,12,3,3,3,-1,4,3,0
117,13,4,3,3,-1,5,3,0
117,14,5,3,3,-1,6,3,0
117,15,6,3,3,0,7,3,1
118,0,0,3,0,-1,0,2,0
118,1,0,2,0,-1,0,1,0
118,2,0,1,0,-1,0,0,0
118,3,0,0,3,-1,1,0,0
118,4,1,0,3,-1,2,0,0
118,5,2,0,3,-1,3,0,0
118,6,3,0,1,-1,3,1,0
118,7,3,1,1,-1,3,2,0
118,8,3,2,3,-1,4,2,0
118,9,4,2,1,-1,4,3,0
118,10,4,3,3,-1,5,3,0
118,11,5,3,3,-1,6,3,0
118,12,6,3,3,0,7,3,1
119,0,0,3,3,-1,1,3,0
119,1,1,3,0,-1,1,2,0
119,2,1,2,2,-1,0,2,0
119,3,0,2,0,-1,0,1,0
119,4,0,1,3,-1,1,1,0
119,5,1,1,0,-1,1,0,0
119,6,1,0,3,-1,2,0,0
119,7,2,0,1,-1,2,0,0
119,8,2,0,3,-1,3,0,0
119,9,3,0,1,-1,3,1,0
119,10,3,1,3,-1,4,1,0
119,11,4,1,1,-1,4,2,0
119,12,4,2,1,-1,4,3,0
119,13,4,3,3,-1,5,3,0
119,14,5,3,3,-1,6,3,0
119,15,6,3,3,0,7,3,1
120,0,0,3,0,-1,0,2,0
120,1,0,2,0,-1,0,1,0
120,2,0,1,0,-1,0,0,0
120,3,0,0,3,-1,1,0,0
120,4,1,0,3,-1,2,0,0
120,5,2,0,3,-1,3,0,0
120,6,3,0,3,-1,4,0,0
120,7,4,0,1,-1,4,1,0
120,8,4,1,1,-1,4,2,0
120,9,4,2,1,-1,4,3,0
120,10,4,3,3,-1,5,3,0
120,11,5,3,3,-1,6,3,0
120,12,6,3,3,0,7,3,1
121,0,0,3,0,-1,0,2,0
121,1,0,2,3,-1,1,2,0
121,2,1,2,0,-1,1,1,0
121,3,1,1,0,-1,1,0,0
121,4,1,0,3,-1,2,0,0
121,5,2,0,3,-1,3,0,0
121,6,3,0,1,-1,3,1,0
121,7,3,1,1,-1,3,2,0
121,8,3,2,1,-1,3,3,0
121,9,3,3,3,-1,4,3,0
121,10,4,3,3,-1,5,3,0
121,11,5,3,3,-1,6,3,0
121,12,6,3,3,0,7,3,1
122,0,0,3,3,-1,1,3,0
122,1,1,3,1,-1,1,3,0
122,2,1,3,0,-1,1,2,0
122,3,1,2,0,-1,1,1,0
122,4,1,1,0,-1,1,0,0
122,5,1,0,3,-1,2,0,0
122,6,2,0,3,-1,3,0,0
122,7,3,0,1,-1,3,1,0
122,8,3,1,3,-1,4,1,0
122,9,4,1,1,-1,4,2,0
122,10,4,2,1,-1,4,3,0
122,11,4,3,3,-1,5,3,0
122,12,5,3,3,-1,6,3,0
122,13,6,3,3,0,7,3,1
123,0,0,3,0,-1,0,2,0
123,1,0,2,0,-1,0,1,0
123,2,0,1,3,-1,1,1,0
123,3,1,1,0,-1,1,0,0
123,4,1,0,3,-1,2,0,0
123,5,2,0,3,-1,3,0,0
123,6,3,0,1,-1,3,1,0
123,7,3,1,1,-1,3,2,0
123,8,3,2,3,-1,4,2,0
123,9,4,2,3,-1,4,2,0
123,10,4,2,1,-1,4,3,0
123,11,4,3,3,-1,5,3,0
123,12,5,3,3,-1,6,3,0
123,13,6,3,3,0,7,3,1
124,0,0,3,2,-1,0,3,0
124,1,0,3,0,-1,0,2,0
124,2,0,2,0,-1,0,1,0
124,3,0,1,0,-1,0,0,0
124,4,0,0,3,-1,1,0,0
124,5,1,0,3,-1,2,0,0
124,6,2,0,3,-1,3,0,0
124,7,3,0,3,-1,4,0,0
124,8,4,0,1,-1,4,1,0
124,9,4,1,1,-1,4,2,0
124,10,4,2,1,-1,4,3,0
124,11,4,3,2,-1,3,3,0
124,12,3,3,3,-1,4,3,0
124,13,4,3,3,-1,5,3,0
124,14,5,3,3,-1,6,3,0
124,15,6,3,3,0,7,3,1
125,0,0,3,0,-1,0,2,0
125,1,0,2,0,-1,0,1,0
125,2,0,1,3,-1,1,1,0
125,3,1,1,0,-1,1,0,0
125,4,1,0,3,-1,2,0,0
125,5,2,0,3,-1,3,0,0
125,6,3,0,1,-1,3,1,0
125,7,3,1,1,-1,3,2,0
125,8,3,2,1,-1,3,3,0
125,9,3,3,3,-1,4,3,0
125,10,4,3,3,-1,5,3,0
125,11,5,3,3,-1,6,3,0
125,12,6,3,3,0,7,3,1
126,0,0,3,3,-1,1,3,0
126,1,1,3,0,-1,1,2,0
126,2,1,2,0,-1,1,1,0
126,3,1,1,0,-1,1,0,0
126,4,1,0,3,-1,2,0,0
126,5,2,0,3,-1,3,0,0
126,6,3,0,1,-1,3,1,0
126,7,3,1,1,-1,3,2,0
126,8,3,2,3,-1,4,2,0
126,9,4,2,1,-1,4,3,0
126,10,4,3,3,-1,5,3,0
126,11,5,3,1,-1,5,3,0
126,12,5,3,3,-1,6,3,0
126,13,6,3,3,0,7,3,1
127,0,0,3,0,-1,0,2,0
127,1,0,2,3,-1,1,2,0
127,2,1,2,0,-1,1,1,0
127,3,1,1,0,-1,1,0,0
127,4,1,0,0,-1,1,0,0
127,5,1,0,3,-1,2,0,0
127,6,2,0,3,-1,3,0,0
127,7,3,0,2,-1,2,0,0
127,8,2,0,3,-1,3,0,0
127,9,3,0,1,-1,3,1,0
127,10,3,1,3,-1,4,1,0
127,11,4,1,1,-1,4,2,0
127,12,4,2,1,-1,4,3,0
127,13,4,3,3,-1,5,3,0
127,14,5,3,3,-1,6,3,0
127,15,6,3,3,0,7,3,1
128,0,0,3,0,-1,0,2,0
128,1,0,2,0,-1,0,1,0
128,2,0,1,0,-1,0,0,0
128,3,0,0,3,-1,1,0,0
128,4,1,0,3,-1,2,0,0
128,5,2,0,3,-1,3,0,0
128,6,3,0,3,-1,4,0,0
128,7,4,0,1,-1,4,1,0
128,8,4,1,1,-1,4,2,0
128,9,4,2,1,-1,4,3,0
128,10,4,3,3,-1,5,3,0
128,11,5,3,3,-1,6,3,0
128,12,6,3,3,0,7,3,1
129,0,0,3,3,-1,1,3,0
129,1,1,3,0,-1,1,2,0
129,2,1,2,0,-1,1,1,0
129,3,1,1,0,-1,1,0,0
129,4,1,0,3,-1,2,0,0
129,5,2,0,3,-1,3,0,0
129,6,3,0,1,-1,3,1,0
129,7,3,1,1,-1,3,2,0
129,8,3,2,1,-1,3,3,0
129,9,3,3,3,-1,4,3,0
129,10,4,3,3,-1,5,3,0
129,11,5,3,3,-1,6,3,0
129,12,6,3,3,0,7,3,1
130,0,0,3,0,-1,0,2,0
130,1,0,2,0,-1,0,1,0
130,2,0,1,3,-1,1,1,0
130,3,1,1,0,-1,1,0,0
130,4,1,0,3,-1,2,0,0
130,5,2,0,3,-1,3,0,0
130,6,3,0,1,-1,3,1,0
130,7,3,1,2,-1,3,1,0
130,8,3,1,1,-1,3,2,0
130,9,3,2,3,-1,4,2,0
130,10,4,2,1,-1,4,3,0
130,11,4,3,3,-1,5,3,0
130,12,5,3,3,-1,6,3,0
130,13,6,3,3,0,7,3,1
131,0,0,3,0,-1,0,2,0
131,1,0,2,3,-1,1,2,0
131,2,1,2,0,-1,1,1,0
131,3,1,1,0,-1,1,0,0
131,4,1,0,3,-1,2,0,0
131,5,2,0,3,-1,3,0,0
131,6,3,0,1,-1,3,1,0
131,7,3,1,3,-1,4,1,0
131,8,4,1,1,-1,4,2,0
131,9,4,2,1,-1,4,3,0
131,10,4,3,3,-1,5,3,0
131,11,5,3,3,-1,6,3,0
131,12,6,3,3,0,7,3,1
132,0,0,3,0,-1,0,2,0
132,1,0,2,0,-1,0,1,0
132,2,0,1,0,-1,0,0,0
132,3,0,0,3,-1,1,0,0
132,4,1,0,0,-1,1,0,0
132,5,1,0,3,-1,2,0,0
132,6,2,0,0,-1,2,0,0
132,7,2,0,3,-1,3,0,0
132,8,3,0,3,-1,4,0,0
132,9,4,0,1,-1,4,1,0
132,10,4,1,1,-1,4,2,0
132,11,4,2,1,-1,4,3,0
132,12,4,3,3,-1,5,3,0
132,13,5,3,3,-1,6,3,0
132,14,6,3,3,0,7,3,1
133,0,0,3,3,-1,1,3,0
133,1,1,3,0,-1,1,2,0
133,2,1,2,0,-1,1,1,0
133,3,1,1,3,-1,1,1,0
133,4,1,1,0,-1,1,0,0
133,5,1,0,1,-1,1,1,0
133,6,1,1,0,-1,1,0,0
133,7,1,0,3,-1,2,0,0
133,8,2,0,3,-1,3,0,0
133,9,3,0,1,-1,3,1,0
133,10,3,1,1,-1,3,2,0
133,11,3,2,1,-1,3,3,0
133,12,3,3,3,-1,4,3,0
133,13,4,3,3,-1,5,3,0
133,14,5,3,3,-1,6,3,0
133,15,6,3,3,0,7,3,1
134,0,0,3,0,-1,0,2,0
134,1,0,2,0,-1,0,1,0
134,2,0,1,2,-1,0,1,0
134,3,0,1,0,-1,0,0,0
134,4,0,0,3,-1,1,0,0
134,5,1,0,3,-1,2,0,0
134,6,2,0,3,-1,3,0,0
134,7,3,0,1,-1,3,1,0
134,8,3,1,1,-1,3,2,0
134,9,3,2,3,-1,4,2,0
134,10,4,2,1,-1,4,3,0
134,11,4,3,3,-1,5,3,0
134,12,5,3,3,-1,6,3,0
134,13,6,3,3,0,7,3,1
135,0,0,3,0,-1,0,2,0
135,1,0,2,3,-1,1,2,0
135,2,1,2,0,-1,1,1,0
135,3,1,1,0,-1,1,0,0
135,4,1,0,3,-1,2,0,0
135,5,2,0,3,-1,3,0,0
135,6,3,0,3,-1,4,0,0
135,7,4,0,2,-1,3,0,0
135,8,3,0,1,-1,3,1,0
135,9,3,1,3,-1,4,1,0
135,10,4,1,1,-1,4,2,0
135,11,4,2,1,-1,4,3,0
135,12,4,3,3,-1,5,3,0
135,13,5,3,3,-1,6,3,0
135,14,6,3,3,0,7,3,1
136,0,0,3,2,-1,0,3,0
136,1,0,3,0,-1,0,2,0
136,2,0,2,0,-1,0,1,0
136,3,0,1,3,-1,1,1,0
136,4,1,1,0,-1,1,0,0
136,5,1,0,3,-1,2,0,0
136,6,2,0,3,-1,3,0,0
136,7,3,0,1,-1,3,1,0
136,8,3,1,1,-1,3,2,0
136,9,3,2,1,-1,3,3,0
136,10,3,3,3,-1,4,3,0
136,11,4,3,3,-1,5,3,0
136,12,5,3,3,-1,6,3,0
136,13,6,3,3,0,7,3,1
137,0,0,3,3,-1,1,3,0
137,1,1,3,1,-1,1,3,0
137,2,1,3,0,-1,1,2,0
137,3,1,2,0,-1,1,1,0
137,4,1,1,0,-1,1,0,0
137,5,1,0,3,-1,2,0,0
137,6,2,0,3,-1,3,0,0
137,7,3,0,1,-1,3,1,0
137,8,3,1,1,-1,3,2,0
137,9,3,2,1,-1,3,3,0
137,10,3,3,3,-1,4,3,0
137,11,4,3,3,-1,5,3,0
137,12,5,3,3,-1,6,3,0
137,13,6,3,3,0,7,3,1
138,0,0,3,0,-1,0,2,0
138,1,0,2,0,-1,0,1,0
138,2,0,1,0,-1,0,0,0
138,3,0,0,3,-1,1,0,0
138,4,1,0,3,-1,2,0,0
138,5,2,0,3,-1,3,0,0
138,6,3,0,3,-1,4,0,0
138,7,4,0,1,-1,4,1,0
138,8,4,1,1,-1,4,2,0
138,9,4,2,1,-1,4,3,0
138,10,4,3,3,-1,5,3,0
138,11,5,3,3,-1,6,3,0
138,12,6,3,3,0,7,3,1
139,0,0,3,0,-1,0,2,0
139,1,0,2,0,-1,0,1,0
139,2,0,1,3,-1,1,1,0
139,3,1,1,0,-1,1,0,0
139,4,1,0,3,-1,2,0,0
139,5,2,0,3,-1,3,0,0
139,6,3,0,1,-1,3,1,0
139,7,3,1,3,-1,4,1,0
139,8,4,1,1,-1,4,2,0
139,9,4,2,1,-1,4,3,0
139,10,4,3,3,-1,5,3,0
139,11,5,3,3,-1,6,3,0
139,12,6,3,3,0,7,3,1
140,0,0,3,3,-1,1,3,0
140,1,1,3,0,-1,1,2,0
140,2,1,2,0,-1,1,1,0
140,3,1,1,0,-1,1,0,0
140,4,1,0,0,-1,1,0,0
140,5,1,0,3,-1,2,0,0
140,6,2,0,2,-1,1,0,0
140,7,1,0,3,-1,2,0,0
140,8,2,0,3,-1,3,0,0
140,9,3,0,1,-1,3,1,0
140,10,3,1,1,-1,3,2,0
140,11,3,2,3,-1,4,2,0
140,12,4,2,1,-1,4,3,0
140,13,4,3,3,-1,5,3,0
140,14,5,3,3,-1,6,3,0
140,15,6,3,3,0,7,3,1
141,0,0,3,0,-1,0,2,0
141,1,0,2,0,-1,0,1,0
141,2,0,1,0,-1,0,0,0
141,3,0,0,3,-1,1,0,0
141,4,1,0,3,-1,2,0,0
141,5,2,0,3,-1,3,0,0
141,6,3,0,1,-1,3,1,0
141,7,3,1,0,-1,3,0,0
141,8,3,0,3,-1,4,0,0
141,9,4,0,1,-1,4,1,0
141,10,4,1,1,-1,4,2,0
141,11,4,2,1,-1,4,3,0
141,12,4,3,3,-1,5,3,0
141,13,5,3,3,-1,6,3,0
141,14,6,3,3,0,7,3,1
142,0,0,3,0,-1,0,2,0
142,1,0,2,3,-1,1,2,0
142,2,1,2,0,-1,1,1,0
142,3,1,1,0,-1,1,0,0
142,4,1,0,3,-1,2,0,0
142,5,2,0,3,-1,3,0,0
142,6,3,0,1,-1,3,1,0
142,7,3,1,1,-1,3,2,0
142,8,3,2,0,-1,3,1,0
142,9,3,1,3,-1,4,1,0
142,10,4,1,1,-1,4,2,0
142,11,4,2,1,-1,4,3,0
142,12,4,3,3,-1,5,3,0
142,13,5,3,3,-1,6,3,0
142,14,6,3,3,0,7,3,1
143,0,0,3,0,-1,0,2,0
143,1,0,2,0,-1,0,1,0
143,2,0,1,3,-1,1,1,0
143,3,1,1,0,-1,1,0,0
143,4,1,0,3,-1,2,0,0
143,5,2,0,1,-1,2,0,0
143,6,2,0,3,-1,3,0,0
143,7,3,0,1,-1,3,1,0
143,8,3,1,0,-1,3,0,0
143,9,3,0,1,-1,3,1,0
143,10,3,1,1,-1,3,2,0
143,11,3,2,1,-1,3,3,0
143,12,3,3,3,-1,4,3,0
143,13,4,3,3,-1,5,3,0
143,14,5,3,3,-1,6,3,0
143,15,6,3,3,0,7,3,1
144,0,0,3,3,-1,1,3,0
144,1,1,3,0,-1,1,2,0
144,2,1,2,0,-1,1,1,0
144,3,1,1,0,-1,1,0,0
144,4,1,0,1,-1,1,1,0
144,5,1,1,0,-1,1,0,0
144,6,1,0,3,-1,2,0,0
144,7,2,0,3,-1,3,0,0
144,8,3,0,1,-1,3,1,0
144,9,3,1,1,-1,3,2,0
144,10,3,2,2,-1,3,2,0
144,11,3,2,3,-1,4,2,0
144,12,4,2,1,-1,4,3,0
144,13,4,3,3,-1,5,3,0
144,14,5,3,3,-1,6,3,0
144,15,6,3,3,0,7,3,1
145,0,0,3,0,-1,0,2,0
145,1,0,2,1,-1,0,3,0
145,2,0,3,0,-1,0,2,0
145,3,0,2,3,-1,1,2,0
145,4,1,2,3,-1,1,2,0
145,5,1,2,0,-1,1,1,0
145,6,1,1,0,-1,1,0,0
145,7,1,0,3,-1,2,0,0
145,8,2,0,3,-1,3,0,0
145,9,3,0,3,-1,4,0,0
145,10,4,0,1,-1,4,1,0
145,11,4,1,1,-1,4,2,0
145,12,4,2,1,-1,4,3,0
145,13,4,3,3,-1,5,3,0
145,14,5,3,3,-1,6,3,0
145,15,6,3,3,0,7,3,1
146,0,0,3,0,-1,0,2,0
146,1,0,2,0,-1,0,1,0
146,2,0,1,0,-1,0,0,0
146,3,0,0,3,-1,1,0,0
146,4,1,0,3,-1,2,0,0
146,5,2,0,3,-1,3,0,0
146,6,3,0,1,-1,3,1,0
146,7,3,1,2,-1,3,1,0
146,8,3,1,1,-1,3,2,0
146,9,3,2,2,-1,3,2,0
146,10,3,2,3,-1,4,2,0
146,11,4,2,1,-1,4,3,0
146,12,4,3,3,-1,5,3,0
146,13,5,3,3,-1,6,3,0
146,14,6,3,3,0,7,3,1
147,0,0,3,0,-1,0,2,0
147,1,0,2,3,-1,1,2,0
147,2,1,2,0,-1,1,1,0
147,3,1,1,0,-1,1,0,0
147,4,1,0,3,-1,2,0,0
147,5,2,0,3,-1,3,0,0
147,6,3,0,1,-1,3,1,0
147,7,3,1,3,-1,4,1,0
147,8,4,1,1,-1,4,2,0
147,9,4,2,1,-1,4,3,0
147,10,4,3,2,-1,3,3,0
147,11,3,3,3,-1,4,3,0
147,12,4,3,2,-1,3,3,0
147,13,3,3,3,-1,4,3,0
147,14,4,3,0,-1,4,2,0
147,15,4,2,1,-1,4,3,0
147,16,4,3,3,-1,5,3,0
